sample_id,condition_id,rule,L,rho,live_count,density,block_var,block_entropy,components_t0,components_t1,fine_net_1,iso_count,iso_die,iso_survive,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum
13,GoL_L64_rho0.20,GoL,64,0.2,834,0.20361328125,0.0021512508392333984,0.9971803988942642,507,230,-277,203,137,66,13,53,150,108,-445,456,11
14,GoL_L64_rho0.20,GoL,64,0.2,828,0.2021484375,0.0024251937866210938,1.168645033308507,512,217,-295,204,143,61,9,52,147,81,-473,476,3
15,GoL_L64_rho0.20,GoL,64,0.2,852,0.2080078125,0.0029439926147460938,1.3771905092405703,512,212,-300,230,156,74,5,69,184,108,-515,519,4
16,GoL_L64_rho0.20,GoL,64,0.2,828,0.2021484375,0.0022497177124023438,1.0988793155143044,498,224,-274,218,156,62,5,57,164,98,-488,493,5
17,GoL_L64_rho0.20,GoL,64,0.2,803,0.196044921875,0.0024942755699157715,1.2689561954648645,494,229,-265,178,127,51,13,38,125,73,-374,380,6
18,GoL_L64_rho0.20,GoL,64,0.2,835,0.203857421875,0.0031771063804626465,1.3426377236324372,449,210,-239,157,110,47,9,38,112,66,-319,320,1
19,GoL_L64_rho0.20,GoL,64,0.2,812,0.1982421875,0.0029668807983398438,1.3252317300909384,486,230,-256,176,119,57,8,49,134,91,-387,394,7
20,GoL_L64_rho0.20,GoL,64,0.2,833,0.203369140625,0.0020942091941833496,1.085949021713486,516,203,-313,227,142,85,13,72,174,87,-549,552,3
21,GoL_L64_rho0.20,GoL,64,0.2,849,0.207275390625,0.002695024013519287,1.096012727168576,509,235,-274,190,132,58,12,46,137,86,-420,427,7
22,GoL_L64_rho0.20,GoL,64,0.2,812,0.1982421875,0.0025320053100585938,1.096012727168576,499,204,-295,205,147,58,10,48,138,90,-445,450,5
23,GoL_L64_rho0.20,GoL,64,0.2,821,0.200439453125,0.0023693442344665527,1.1511135511938806,518,224,-294,221,158,63,8,55,166,102,-514,516,2
24,GoL_L64_rho0.20,GoL,64,0.2,871,0.212646484375,0.002636849880218506,1.2110745973920987,512,229,-283,218,140,78,10,68,169,102,-505,511,6
25,GoL_L64_rho0.20,GoL,64,0.2,813,0.198486328125,0.001584470272064209,1.1889551851330082,508,244,-264,198,126,72,8,64,154,79,-470,476,6
26,GoL_L64_rho0.20,GoL,64,0.2,810,0.19775390625,0.003434896469116211,1.31872100000928,474,222,-252,175,129,46,9,37,129,79,-342,348,6
27,GoL_L64_rho0.20,GoL,64,0.2,887,0.216552734375,0.0026387572288513184,1.3303551540891925,512,226,-286,208,144,64,11,53,155,100,-438,441,3
28,GoL_L64_rho0.20,GoL,64,0.2,821,0.200439453125,0.0023769736289978027,1.1889551851330082,494,199,-295,184,131,53,4,49,136,70,-449,450,1
29,GoL_L64_rho0.20,GoL,64,0.2,803,0.196044921875,0.0025095343589782715,1.260067200610544,482,194,-288,178,130,48,10,38,122,82,-411,416,5
30,GoL_L64_rho0.20,GoL,64,0.2,865,0.211181640625,0.0019988417625427246,1.1535529449228283,519,235,-284,208,131,77,9,68,164,94,-517,522,5
31,GoL_L64_rho0.20,GoL,64,0.2,852,0.2080078125,0.0019826889038085938,1.1535529449228283,519,212,-307,226,143,83,13,70,170,90,-519,522,3
32,GoL_L64_rho0.20,GoL,64,0.2,818,0.19970703125,0.0023305416107177734,1.1742784488650115,486,216,-270,183,128,55,7,48,146,68,-418,418,0
33,GoL_L64_rho0.20,GoL,64,0.2,812,0.1982421875,0.0030050277709960938,1.2645165038055957,500,211,-289,208,143,65,13,52,151,85,-475,479,4
34,GoL_L64_rho0.20,GoL,64,0.2,865,0.211181640625,0.0022124648094177246,0.9421631690835511,537,244,-293,237,164,73,9,64,190,122,-581,589,8
35,GoL_L64_rho0.20,GoL,64,0.2,816,0.19921875,0.00295257568359375,1.2680161172305842,477,220,-257,183,133,50,11,39,134,77,-397,404,7
36,GoL_L64_rho0.20,GoL,64,0.2,860,0.2099609375,0.0025548934936523438,1.2376738352253298,513,204,-309,209,134,75,6,69,166,105,-516,518,2
37,GoL_L64_rho0.20,GoL,64,0.2,821,0.200439453125,0.0023617148399353027,1.199895033308507,492,208,-284,180,126,54,8,46,121,66,-438,440,2
38,GoL_L64_rho0.20,GoL,64,0.2,822,0.20068359375,0.002938985824584961,1.2259110782435603,510,214,-296,204,131,73,9,64,160,100,-495,498,3
39,GoL_L64_rho0.20,GoL,64,0.2,838,0.20458984375,0.002393484115600586,1.2259110782435603,516,213,-303,199,155,44,5,39,135,94,-468,469,1
40,GoL_L64_rho0.20,GoL,64,0.2,792,0.193359375,0.002437591552734375,1.168645033308507,499,195,-304,201,144,57,12,45,137,90,-478,485,7
41,GoL_L64_rho0.20,GoL,64,0.2,832,0.203125,0.00267791748046875,1.2689561954648645,504,229,-275,198,142,56,7,49,143,96,-452,456,4
42,GoL_L64_rho0.20,GoL,64,0.2,801,0.195556640625,0.0022124648094177246,1.1003111621563573,518,234,-284,228,163,65,12,53,162,95,-520,522,2
43,GoL_L64_rho0.20,GoL,64,0.2,787,0.192138671875,0.001965939998626709,1.0700367147621193,508,218,-290,216,159,57,10,47,159,94,-507,511,4
44,GoL_L64_rho0.20,GoL,64,0.2,853,0.208251953125,0.0026630759239196777,1.1628175871855553,530,229,-301,233,144,89,14,75,174,117,-515,518,3
45,GoL_L64_rho0.20,GoL,64,0.2,841,0.205322265625,0.0024098753929138184,1.2541197146134029,476,209,-267,180,120,60,9,51,145,81,-436,439,3
46,GoL_L64_rho0.20,GoL,64,0.2,811,0.197998046875,0.0016178488731384277,0.9971803988942642,489,223,-266,186,133,53,7,46,131,78,-368,377,9
47,GoL_L64_rho0.20,GoL,64,0.2,818,0.19970703125,0.0021321773529052734,1.0,486,220,-266,172,122,50,6,44,134,77,-386,390,4
48,GoL_L64_rho0.20,GoL,64,0.2,866,0.21142578125,0.0023953914642333984,1.0348886281349692,522,209,-313,235,160,75,14,61,169,116,-580,583,3
49,GoL_L64_rho0.20,GoL,64,0.2,787,0.192138671875,0.001737058162689209,1.2541197146134029,490,206,-284,200,140,60,6,54,146,83,-458,463,5
50,GoL_L64_rho0.20,GoL,64,0.2,855,0.208740234375,0.0031079649925231934,1.2376738352253298,471,219,-252,193,138,55,5,50,142,67,-419,421,2
51,GoL_L64_rho0.20,GoL,64,0.2,799,0.195068359375,0.0023345351219177246,1.2645165038055954,485,219,-266,183,133,50,5,45,130,81,-389,394,5
52,GoL_L64_rho0.20,GoL,64,0.2,863,0.210693359375,0.0027465224266052246,1.350562412337788,491,212,-279,204,148,56,3,53,153,100,-450,455,5
53,GoL_L64_rho0.20,GoL,64,0.2,769,0.187744140625,0.0028952956199645996,1.2886134199863002,483,197,-286,191,140,51,7,44,132,64,-435,438,3
54,GoL_L64_rho0.20,GoL,64,0.2,816,0.19921875,0.0020294189453125,1.0,519,213,-306,231,168,63,11,52,157,89,-536,545,9
55,GoL_L64_rho0.20,GoL,64,0.2,828,0.2021484375,0.0027685165405273438,1.2541197146134029,474,221,-253,192,122,70,18,52,129,79,-399,409,10
56,GoL_L64_rho0.20,GoL,64,0.2,808,0.197265625,0.002719879150390625,1.2674773615828188,488,195,-293,201,139,62,10,52,144,84,-476,478,2
57,GoL_L64_rho0.20,GoL,64,0.2,771,0.188232421875,0.0027117133140563965,1.271782221599798,496,196,-300,231,168,63,9,54,160,95,-540,546,6
58,GoL_L64_rho0.20,GoL,64,0.2,804,0.1962890625,0.0020895004272460938,1.1003111621563573,528,228,-300,231,159,72,11,61,160,93,-520,528,8
59,GoL_L64_rho0.20,GoL,64,0.2,857,0.209228515625,0.0016297698020935059,1.0700367147621193,524,235,-289,221,143,78,13,65,170,84,-510,516,6
60,GoL_L64_rho0.20,GoL,64,0.2,814,0.19873046875,0.0037572383880615234,1.438092997181144,475,224,-251,178,124,54,7,47,128,75,-399,407,8
61,GoL_L64_rho0.20,GoL,64,0.2,783,0.191162109375,0.002286851406097412,0.9971803988942642,502,180,-322,206,137,69,10,59,160,77,-496,497,1
62,GoL_L64_rho0.20,GoL,64,0.2,829,0.202392578125,0.0027880072593688965,1.3254949493957098,503,228,-275,200,131,69,15,54,134,88,-429,434,5
63,GoL_L64_rho0.20,GoL,64,0.2,789,0.192626953125,0.0023121237754821777,1.1003111621563573,501,198,-303,207,144,63,12,51,135,82,-501,501,0
64,GoL_L64_rho0.20,GoL,64,0.2,851,0.207763671875,0.002286374568939209,1.3066219087561655,506,198,-308,219,157,62,8,54,152,84,-543,544,1
65,GoL_L64_rho0.20,GoL,64,0.2,797,0.194580078125,0.0024866461753845215,1.2674773615828188,487,209,-278,181,127,54,12,42,124,66,-427,430,3
66,GoL_L64_rho0.20,GoL,64,0.2,833,0.203369140625,0.0019721388816833496,1.1628175871855553,515,232,-283,215,150,65,10,55,152,93,-463,470,7
67,GoL_L64_rho0.20,GoL,64,0.2,815,0.198974609375,0.0018481612205505371,1.096012727168576,488,230,-258,195,140,55,6,49,152,75,-434,438,4
68,GoL_L64_rho0.20,GoL,64,0.2,834,0.20361328125,0.0019986629486083984,1.0,516,210,-306,191,129,62,9,53,146,90,-458,461,3
69,GoL_L64_rho0.20,GoL,64,0.2,820,0.2001953125,0.0027303695678710938,1.1693723243127148,510,212,-298,203,140,63,9,54,156,89,-502,505,3
70,GoL_L64_rho0.20,GoL,64,0.2,797,0.194580078125,0.0027765631675720215,1.324743406517872,502,210,-292,203,143,60,11,49,140,100,-465,467,2
71,GoL_L64_rho0.20,GoL,64,0.2,826,0.20166015625,0.003156423568725586,1.3365385237391763,487,212,-275,206,144,62,8,54,161,98,-450,455,5
72,GoL_L64_rho0.20,GoL,64,0.2,824,0.201171875,0.002880096435546875,1.3915482665348513,497,210,-287,204,140,64,5,59,159,77,-469,473,4
73,GoL_L64_rho0.20,GoL,64,0.2,812,0.1982421875,0.0021886825561523438,1.2689561954648645,501,230,-271,214,140,74,13,61,158,91,-469,477,8
74,GoL_L64_rho0.20,GoL,64,0.2,821,0.200439453125,0.0024456381797790527,1.0988793155143044,503,215,-288,171,103,68,13,55,133,71,-397,410,13
75,GoL_L64_rho0.20,GoL,64,0.2,831,0.202880859375,0.0027503371238708496,1.2740385237391763,496,213,-283,207,150,57,11,46,138,82,-433,446,13
76,GoL_L64_rho0.20,GoL,64,0.2,803,0.196044921875,0.0025629401206970215,1.2645165038055957,492,222,-270,198,140,58,8,50,151,87,-437,444,7
77,GoL_L64_rho0.20,GoL,64,0.2,868,0.2119140625,0.0021123886108398438,1.201315786346118,521,236,-285,207,134,73,10,63,157,91,-473,482,9
78,GoL_L64_rho0.20,GoL,64,0.2,784,0.19140625,0.0018768310546875,1.0988793155143044,501,207,-294,198,135,63,9,54,131,65,-433,439,6
79,GoL_L64_rho0.20,GoL,64,0.2,810,0.19775390625,0.002481222152709961,1.2376738352253298,470,211,-259,168,122,46,11,35,125,70,-324,330,6
80,GoL_L64_rho0.20,GoL,64,0.2,864,0.2109375,0.002899169921875,1.361854542327253,535,229,-306,229,152,77,11,66,177,120,-598,602,4
81,GoL_L64_rho0.20,GoL,64,0.2,782,0.19091796875,0.0024373531341552734,1.085949021713486,490,210,-280,196,144,52,8,44,144,91,-421,426,5
82,GoL_L64_rho0.20,GoL,64,0.2,787,0.192138671875,0.002751767635345459,1.3187210000092802,477,202,-275,177,126,51,13,38,128,70,-394,395,1
83,GoL_L64_rho0.20,GoL,64,0.2,785,0.191650390625,0.002199113368988037,1.1003111621563573,490,197,-293,210,147,63,10,53,150,88,-482,489,7
84,GoL_L64_rho0.20,GoL,64,0.2,823,0.200927734375,0.0026921629905700684,1.3254949493957098,496,201,-295,198,131,67,7,60,151,80,-450,459,9
85,GoL_L64_rho0.20,GoL,64,0.2,856,0.208984375,0.002246856689453125,1.28833457781647,520,217,-303,215,141,74,4,70,175,97,-526,529,3
86,GoL_L64_rho0.20,GoL,64,0.2,800,0.1953125,0.00225830078125,1.0988793155143044,500,229,-271,199,138,61,13,48,149,93,-414,424,10
87,GoL_L64_rho0.20,GoL,64,0.2,860,0.2099609375,0.0021810531616210938,1.1334321011224375,505,206,-299,193,124,69,7,62,155,87,-503,506,3
88,GoL_L64_rho0.20,GoL,64,0.2,827,0.201904296875,0.0027794241905212402,1.3254949493957098,498,222,-276,217,156,61,15,46,141,98,-501,504,3
89,GoL_L64_rho0.20,GoL,64,0.2,815,0.198974609375,0.002420365810394287,1.2645165038055957,488,205,-283,191,140,51,6,45,141,72,-419,420,1
90,GoL_L64_rho0.20,GoL,64,0.2,825,0.201416015625,0.002594888210296631,1.168645033308507,495,214,-281,214,141,73,6,67,162,80,-473,478,5
91,GoL_L64_rho0.20,GoL,64,0.2,792,0.193359375,0.002948760986328125,1.4287279580750456,481,196,-285,184,141,43,8,35,122,67,-424,429,5
92,GoL_L64_rho0.20,GoL,64,0.2,831,0.202880859375,0.0028571486473083496,1.2674773615828188,500,228,-272,194,144,50,13,37,146,86,-420,422,2
93,GoL_L64_rho0.20,GoL,64,0.2,799,0.195068359375,0.0031051039695739746,1.3365385237391763,474,194,-280,189,131,58,5,53,147,79,-423,425,2
94,GoL_L64_rho0.20,GoL,64,0.2,827,0.201904296875,0.0031227469444274902,1.4457527627385358,490,238,-252,184,132,52,9,43,121,98,-340,351,11
95,GoL_L64_rho0.20,GoL,64,0.2,802,0.19580078125,0.0019147396087646484,1.1628175871855553,490,221,-269,183,140,43,4,39,133,93,-452,455,3
96,GoL_L64_rho0.20,GoL,64,0.2,786,0.19189453125,0.0030171871185302734,1.2740385237391763,473,203,-270,177,112,65,9,56,127,65,-397,404,7
97,GoL_L64_rho0.20,GoL,64,0.2,841,0.205322265625,0.0021123290061950684,1.2036157453366434,505,220,-285,210,138,72,8,64,163,95,-470,472,2
98,GoL_L64_rho0.20,GoL,64,0.2,775,0.189208984375,0.0018395781517028809,1.168645033308507,476,208,-268,187,133,54,4,50,134,62,-455,458,3
99,GoL_L64_rho0.20,GoL,64,0.2,832,0.203125,0.00194549560546875,1.1940675871855553,502,213,-289,200,143,57,7,50,145,86,-466,467,1
100,GoL_L64_rho0.20,GoL,64,0.2,810,0.19775390625,0.003198385238647461,1.2674773615828188,501,207,-294,209,140,69,10,59,151,91,-506,512,6
101,GoL_L64_rho0.20,GoL,64,0.2,805,0.196533203125,0.0020202994346618652,0.9886994082884974,490,206,-284,189,129,60,8,52,135,77,-412,418,6
102,GoL_L64_rho0.20,GoL,64,0.2,816,0.19921875,0.002532958984375,1.2006223243127148,487,199,-288,189,126,63,8,55,136,67,-473,475,2
103,GoL_L64_rho0.20,GoL,64,0.2,863,0.210693359375,0.0025100111961364746,1.085949021713486,510,220,-290,210,141,69,9,60,163,87,-465,470,5
104,GoL_L64_rho0.20,GoL,64,0.2,827,0.201904296875,0.0028786063194274902,1.3838855294896746,507,231,-276,219,159,60,6,54,168,99,-498,505,7
105,GoL_L64_rho0.20,GoL,64,0.2,893,0.218017578125,0.0023378729820251465,1.1840928437135778,521,223,-298,207,141,66,10,56,158,107,-499,502,3
106,GoL_L64_rho0.20,GoL,64,0.2,841,0.205322265625,0.0035771727561950684,1.4287279580750456,487,195,-292,187,106,81,10,71,147,84,-458,460,2
107,GoL_L64_rho0.20,GoL,64,0.2,826,0.20166015625,0.002454519271850586,1.1577051851330082,491,234,-257,188,118,70,16,54,141,77,-405,407,2
108,GoL_L64_rho0.20,GoL,64,0.2,810,0.19775390625,0.002496480941772461,1.1003111621563573,488,210,-278,190,102,88,14,74,145,78,-450,450,0
109,GoL_L64_rho0.20,GoL,64,0.2,814,0.19873046875,0.0024907588958740234,1.2674773615828188,500,238,-262,225,164,61,10,51,155,103,-505,512,7
110,GoL_L64_rho0.20,GoL,64,0.2,832,0.203125,0.002105712890625,1.096012727168576,510,244,-266,186,126,60,7,53,136,73,-419,424,5
111,GoL_L64_rho0.20,GoL,64,0.2,825,0.201416015625,0.002594888210296631,1.2645165038055957,514,214,-300,218,145,73,11,62,154,95,-549,553,4
112,GoL_L64_rho0.20,GoL,64,0.2,876,0.2138671875,0.0015859603881835938,0.954434002924965,506,221,-285,204,142,62,11,51,150,93,-475,479,4
113,GoL_L64_rho0.20,GoL,64,0.2,786,0.19189453125,0.0031697750091552734,1.486698558647944,475,225,-250,192,125,67,12,55,141,74,-424,427,3
114,GoL_L64_rho0.20,GoL,64,0.2,866,0.21142578125,0.0022809505462646484,1.227137960934882,528,242,-286,229,170,59,7,52,176,108,-483,488,5
115,GoL_L64_rho0.20,GoL,64,0.2,878,0.21435546875,0.0035436153411865234,1.4035773256619704,520,247,-273,230,149,81,11,70,184,114,-504,512,8
116,GoL_L64_rho0.20,GoL,64,0.2,757,0.184814453125,0.0021938681602478027,1.1430284488650115,472,188,-284,178,123,55,6,49,133,70,-416,419,3
117,GoL_L64_rho0.20,GoL,64,0.2,827,0.201904296875,0.0021309256553649902,1.1664616437886164,533,206,-327,240,162,78,6,72,186,103,-606,612,6
118,GoL_L64_rho0.20,GoL,64,0.2,784,0.19140625,0.00200653076171875,0.9936507116910404,484,197,-287,196,146,50,6,44,133,81,-470,474,4
119,GoL_L64_rho0.20,GoL,64,0.2,794,0.19384765625,0.002172231674194336,1.1577051851330082,489,199,-290,188,128,60,12,48,135,70,-413,417,4
120,GoL_L64_rho0.20,GoL,64,0.2,806,0.19677734375,0.002301931381225586,1.1977116437886164,514,238,-276,207,144,63,6,57,156,100,-440,445,5
121,GoL_L64_rho0.20,GoL,64,0.2,850,0.20751953125,0.0025975704193115234,1.2036157453366434,488,217,-271,199,132,67,10,57,140,80,-461,464,3
122,GoL_L64_rho0.20,GoL,64,0.2,845,0.206298828125,0.002381742000579834,1.2376738352253298,487,222,-265,191,140,51,6,45,136,80,-420,425,5
123,GoL_L64_rho0.20,GoL,64,0.2,817,0.199462890625,0.002393662929534912,1.096012727168576,488,198,-290,213,140,73,8,65,167,75,-488,488,0
124,GoL_L64_rho0.20,GoL,64,0.2,877,0.214111328125,0.002248227596282959,1.1334321011224375,520,236,-284,214,141,73,9,64,161,116,-497,505,8
125,GoL_L64_rho0.20,GoL,64,0.2,781,0.190673828125,0.002252042293548584,1.2466608625579476,487,212,-275,201,140,61,8,53,147,85,-463,464,1
126,GoL_L64_rho0.20,GoL,64,0.2,803,0.196044921875,0.0028986334800720215,1.3777339242337012,494,209,-285,191,144,47,3,44,144,86,-431,434,3
127,GoL_L64_rho0.20,GoL,64,0.2,803,0.196044921875,0.0019144415855407715,1.0787311375009447,488,208,-280,173,122,51,3,48,114,66,-398,402,4
128,GoL_L64_rho0.20,GoL,64,0.2,818,0.19970703125,0.0021016597747802734,1.1940675871855553,499,195,-304,201,137,64,8,56,145,84,-508,508,0
129,GoL_L64_rho0.20,GoL,64,0.2,869,0.212158203125,0.0032028555870056152,1.3777339242337012,489,225,-264,186,131,55,5,50,143,97,-396,398,2
130,GoL_L64_rho0.20,GoL,64,0.2,803,0.196044921875,0.0018915534019470215,1.1003111621563573,531,220,-311,219,137,82,13,69,160,80,-507,513,6
131,GoL_L64_rho0.20,GoL,64,0.2,853,0.208251953125,0.0019840598106384277,1.1577051851330082,491,230,-261,187,126,61,11,50,137,84,-427,431,4
132,GoL_L64_rho0.20,GoL,64,0.2,809,0.197509765625,0.0026807188987731934,1.1664616437886164,501,225,-276,208,137,71,16,55,147,76,-440,449,9
133,GoL_L64_rho0.20,GoL,64,0.2,822,0.20068359375,0.002374410629272461,1.1889551851330082,476,215,-261,174,129,45,8,37,121,67,-371,376,5
134,GoL_L64_rho0.20,GoL,64,0.2,770,0.18798828125,0.0027768611907958984,1.2541197146134029,488,202,-286,194,136,58,8,50,150,85,-454,455,1
135,GoL_L64_rho0.20,GoL,64,0.2,833,0.203369140625,0.0020636916160583496,1.0917055717080197,514,222,-292,203,137,66,10,56,153,95,-467,473,6
136,GoL_L64_rho0.20,GoL,64,0.2,850,0.20751953125,0.0026967525482177734,1.2466608625579476,488,239,-249,186,125,61,8,53,141,80,-396,404,8
137,GoL_L64_rho0.20,GoL,64,0.2,807,0.197021484375,0.0017823576927185059,1.0988793155143044,503,204,-299,184,146,38,5,33,135,85,-414,415,1
138,GoL_L64_rho0.20,GoL,64,0.2,778,0.18994140625,0.001336812973022461,0.9652016987500656,483,203,-280,174,121,53,6,47,133,72,-410,411,1
139,GoL_L64_rho0.20,GoL,64,0.2,836,0.2041015625,0.0019979476928710938,1.199895033308507,502,204,-298,190,133,57,8,49,147,91,-453,456,3
140,GoL_L64_rho0.20,GoL,64,0.2,806,0.19677734375,0.002149343490600586,1.096012727168576,511,210,-301,198,139,59,5,54,159,95,-470,474,4
141,GoL_L64_rho0.20,GoL,64,0.2,821,0.200439453125,0.0025600790977478027,1.260067200610544,502,229,-273,218,143,75,18,57,148,98,-515,520,5
142,GoL_L64_rho0.20,GoL,64,0.2,827,0.201904296875,0.0024666190147399902,1.2689561954648645,502,209,-293,192,139,53,6,47,149,91,-444,450,6
143,GoL_L64_rho0.20,GoL,64,0.2,840,0.205078125,0.002826690673828125,1.3700172951164837,503,217,-286,201,145,56,7,49,155,81,-456,461,5
144,GoL_L64_rho0.20,GoL,64,0.2,817,0.199462890625,0.002752244472503662,1.1719832867529423,506,227,-279,205,142,63,9,54,154,92,-443,454,11
145,GoL_L64_rho0.20,GoL,64,0.2,818,0.19970703125,0.0025365352630615234,1.2674773615828188,489,213,-276,200,132,68,10,58,153,91,-448,453,5
146,GoL_L64_rho0.20,GoL,64,0.2,827,0.201904296875,0.0019020438194274902,1.0481398627374094,503,215,-288,200,143,57,6,51,152,90,-435,437,2
147,GoL_L64_rho0.20,GoL,64,0.2,826,0.20166015625,0.002515554428100586,1.2982611316969614,479,231,-248,170,109,61,12,49,126,81,-368,375,7
148,GoL_L64_rho0.20,GoL,64,0.2,806,0.19677734375,0.002736806869506836,1.2674773615828188,485,220,-265,193,134,59,8,51,136,75,-424,428,4
149,GoL_L64_rho0.20,GoL,64,0.2,797,0.194580078125,0.0022653937339782715,1.0988793155143044,502,213,-289,218,154,64,13,51,150,84,-502,505,3
150,GoL_L64_rho0.20,GoL,64,0.2,813,0.198486328125,0.002072751522064209,0.9936507116910404,512,201,-311,211,144,67,7,60,160,91,-483,487,4
151,GoL_L64_rho0.20,GoL,64,0.2,799,0.195068359375,0.0024566054344177246,1.1003111621563573,494,212,-282,202,140,62,10,52,148,84,-468,470,2
152,GoL_L64_rho0.20,GoL,64,0.2,801,0.195556640625,0.0021895766258239746,1.1003111621563573,507,224,-283,200,142,58,14,44,139,97,-440,447,7
153,GoL_L64_rho0.20,GoL,64,0.2,790,0.19287109375,0.001970052719116211,1.0,494,218,-276,189,135,54,10,44,120,66,-435,439,4
154,GoL_L64_rho0.20,GoL,64,0.2,830,0.20263671875,0.0026929378509521484,1.337290066617014,486,231,-255,176,117,59,12,47,123,83,-362,368,6
155,GoL_L64_rho0.20,GoL,64,0.2,793,0.193603515625,0.003064095973968506,1.3690318350247868,498,207,-291,189,144,45,4,41,153,93,-428,430,2
156,GoL_L64_rho0.20,GoL,64,0.2,768,0.1875,0.0021820068359375,1.0787311375009447,487,201,-286,178,137,41,12,29,116,63,-386,387,1
157,GoL_L64_rho0.20,GoL,64,0.2,807,0.197021484375,0.002278268337249756,1.199895033308507,482,195,-287,180,118,62,9,53,135,73,-410,416,6
158,GoL_L64_rho0.20,GoL,64,0.2,815,0.198974609375,0.002145707607269287,1.0917055717080197,485,226,-259,194,133,61,13,48,143,80,-425,425,0
159,GoL_L64_rho0.20,GoL,64,0.2,837,0.204345703125,0.0028328299522399902,1.2259110782435603,500,215,-285,190,126,64,13,51,136,77,-405,411,6
160,GoL_L64_rho0.20,GoL,64,0.2,806,0.19677734375,0.002408742904663086,1.1664616437886164,507,213,-294,210,155,55,6,49,146,94,-503,506,3
161,GoL_L64_rho0.20,GoL,64,0.2,817,0.199462890625,0.0018519759178161621,0.9823166080205501,513,214,-299,219,151,68,9,59,159,80,-511,512,1
162,GoL_L64_rho0.20,GoL,64,0.2,835,0.203857421875,0.0020250678062438965,1.085949021713486,502,222,-280,202,146,56,8,48,151,88,-468,470,2
163,GoL_L64_rho0.20,GoL,64,0.2,791,0.193115234375,0.0026959776878356934,1.322487104378494,502,211,-291,209,139,70,14,56,144,94,-504,511,7
164,GoL_L64_rho0.20,GoL,64,0.2,861,0.210205078125,0.0027384161949157715,1.227137960934882,523,229,-294,227,144,83,9,74,176,103,-534,538,4
165,GoL_L64_rho0.20,GoL,64,0.2,845,0.206298828125,0.001885831356048584,1.0215584744360762,486,231,-255,170,110,60,9,51,121,78,-324,329,5
166,GoL_L64_rho0.20,GoL,64,0.2,808,0.197265625,0.002155303955078125,1.1003111621563573,498,231,-267,215,141,74,15,59,158,103,-447,453,6
167,GoL_L64_rho0.20,GoL,64,0.2,795,0.194091796875,0.0024399161338806152,1.1628175871855553,489,205,-284,195,145,50,8,42,127,71,-449,457,8
168,GoL_L64_rho0.20,GoL,64,0.2,806,0.19677734375,0.002347707748413086,1.1664616437886164,489,205,-284,199,130,69,6,63,154,82,-457,463,6
169,GoL_L64_rho0.20,GoL,64,0.2,863,0.210693359375,0.0027999281883239746,1.1823635511938806,502,203,-299,215,146,69,7,62,171,104,-530,537,7
170,GoL_L64_rho0.20,GoL,64,0.2,800,0.1953125,0.003326416015625,1.3582790414550054,502,194,-308,224,154,70,9,61,157,102,-542,542,0
171,GoL_L64_rho0.20,GoL,64,0.2,794,0.19384765625,0.002095937728881836,1.1693723243127148,483,201,-282,175,129,46,6,40,140,70,-374,375,1
172,GoL_L64_rho0.20,GoL,64,0.2,778,0.18994140625,0.002481222152709961,1.2036157453366432,485,214,-271,172,119,53,7,46,129,78,-407,409,2
173,GoL_L64_rho0.20,GoL,64,0.2,825,0.201416015625,0.002770364284515381,1.0700367147621193,514,212,-302,216,151,65,8,57,167,99,-516,522,6
174,GoL_L64_rho0.20,GoL,64,0.2,789,0.192626953125,0.0022892355918884277,1.1940675871855553,486,201,-285,189,138,51,4,47,143,87,-472,473,1
175,GoL_L64_rho0.20,GoL,64,0.2,814,0.19873046875,0.0022008419036865234,1.2689561954648645,498,210,-288,185,141,44,3,41,132,81,-431,434,3
176,GoL_L64_rho0.20,GoL,64,0.2,834,0.20361328125,0.0017468929290771484,1.096012727168576,513,175,-338,216,137,79,7,72,169,95,-572,574,2
177,GoL_L64_rho0.20,GoL,64,0.2,803,0.196044921875,0.0024942755699157715,1.1003111621563573,479,229,-250,161,112,49,10,39,118,77,-334,336,2
178,GoL_L64_rho0.20,GoL,64,0.2,795,0.194091796875,0.0019897818565368652,1.22591107824356,518,215,-303,215,162,53,10,43,148,90,-470,475,5
179,GoL_L64_rho0.20,GoL,64,0.2,834,0.20361328125,0.0021054744720458984,1.1628175871855553,520,205,-315,221,151,70,9,61,155,102,-515,518,3
180,GoL_L64_rho0.20,GoL,64,0.2,803,0.196044921875,0.0026163458824157715,1.1940675871855553,510,223,-287,220,150,70,9,61,166,81,-493,500,7
181,GoL_L64_rho0.20,GoL,64,0.2,817,0.199462890625,0.003148972988128662,1.3915482665348513,485,218,-267,166,113,53,7,46,122,72,-344,347,3
182,GoL_L64_rho0.20,GoL,64,0.2,852,0.2080078125,0.0026311874389648438,1.1977116437886164,485,223,-262,190,139,51,7,44,148,86,-427,429,2
183,GoL_L64_rho0.20,GoL,64,0.2,798,0.19482421875,0.0031125545501708984,1.4363877236324372,484,212,-272,176,127,49,9,40,119,76,-386,393,7
184,GoL_L64_rho0.20,GoL,64,0.2,789,0.192626953125,0.0033420920372009277,1.3838855294896744,484,197,-287,192,132,60,8,52,146,95,-459,462,3
